sample_id,sample_category,analyte,spectrum_state,wavelength_nm,intensity_abs
2I,sample,Scytonemin,total,457.9,10170.0
2I,sample,Scytonemin,oxidized,458.9,6016.0
2I,sample,Scytonemin,reduced,458.9,13430.0
2I,sample,Scytonemin,total,458.9,9981.0
2I,sample,Scytonemin,oxidized,459.9,5917.0
2I,sample,Scytonemin,reduced,459.9,13230.0
2I,sample,Scytonemin,total,459.9,9826.0
2I,sample,Scytonemin,oxidized,460.9,5806.0
2I,sample,Scytonemin,reduced,460.9,13000.0
2I,sample,Scytonemin,total,460.9,9649.0
2I,sample,Scytonemin,oxidized,461.9,5709.0
2I,sample,Scytonemin,reduced,461.9,12780.0
2I,sample,Scytonemin,total,461.9,9487.0
2I,sample,Scytonemin,oxidized,462.9,5691.0
2I,sample,Scytonemin,reduced,462.9,12590.0
2I,sample,Scytonemin,total,462.9,9374.0
2I,sample,Scytonemin,oxidized,463.9,5672.0
2I,sample,Scytonemin,reduced,463.9,12420.0
2I,sample,Scytonemin,total,463.9,9276.0
2I,sample,Scytonemin,oxidized,464.9,5644.0
2I,sample,Scytonemin,reduced,464.9,12240.0
2I,sample,Scytonemin,total,464.9,9163.0
2I,sample,Scytonemin,oxidized,465.9,5630.0
2I,sample,Scytonemin,reduced,465.9,12070.0
2I,sample,Scytonemin,total,465.9,9066.0
2I,sample,Scytonemin,oxidized,466.9,5631.0
2I,sample,Scytonemin,reduced,466.9,11910.0
2I,sample,Scytonemin,total,466.9,8976.0
2I,sample,Scytonemin,oxidized,467.9,5637.0
2I,sample,Scytonemin,reduced,467.9,11730.0
2I,sample,Scytonemin,total,467.9,8882.0
2I,sample,Scytonemin,oxidized,468.9,5644.0
2I,sample,Scytonemin,reduced,468.9,11590.0
2I,sample,Scytonemin,total,468.9,8807.0
2I,sample,Scytonemin,oxidized,469.9,5582.0
2I,sample,Scytonemin,reduced,469.9,11410.0
2I,sample,Scytonemin,total,469.9,8675.0
2I,sample,Scytonemin,oxidized,470.9,5583.0
2I,sample,Scytonemin,reduced,470.9,11270.0
2I,sample,Scytonemin,total,470.9,8598.0
2I,sample,Scytonemin,oxidized,471.9,5590.0
2I,sample,Scytonemin,reduced,471.9,11140.0
2I,sample,Scytonemin,total,471.9,8528.0
2I,sample,Scytonemin,oxidized,472.9,5578.0
2I,sample,Scytonemin,reduced,472.9,10990.0
2I,sample,Scytonemin,total,472.9,8438.0
2I,sample,Scytonemin,oxidized,473.9,5497.0
2I,sample,Scytonemin,reduced,473.9,10840.0
2I,sample,Scytonemin,total,473.9,8312.0
2I,sample,Scytonemin,oxidized,474.9,5411.0
2I,sample,Scytonemin,reduced,474.9,10680.0
2I,sample,Scytonemin,total,474.9,8181.0
2I,sample,Scytonemin,oxidized,475.9,5369.0
2I,sample,Scytonemin,reduced,475.9,10550.0
2I,sample,Scytonemin,total,475.9,8086.0
2I,sample,Scytonemin,oxidized,476.9,5244.0
2I,sample,Scytonemin,reduced,476.9,10380.0
2I,sample,Scytonemin,total,476.9,7932.0
2I,sample,Scytonemin,oxidized,477.9,5179.0
2I,sample,Scytonemin,reduced,477.9,10240.0
2I,sample,Scytonemin,total,477.9,7821.0
2I,sample,Scytonemin,oxidized,478.9,5013.0
2I,sample,Scytonemin,reduced,478.9,10050.0
2I,sample,Scytonemin,total,478.9,7639.0
2I,sample,Scytonemin,oxidized,479.9,4859.0
2I,sample,Scytonemin,reduced,479.9,9872.0
2I,sample,Scytonemin,total,479.9,7473.0
2I,sample,Scytonemin,oxidized,480.9,4741.0
2I,sample,Scytonemin,reduced,480.9,9731.0
2I,sample,Scytonemin,total,480.9,7340.0
2I,sample,Scytonemin,oxidized,481.9,4591.0
2I,sample,Scytonemin,reduced,481.9,9609.0
2I,sample,Scytonemin,total,481.9,7203.0
2I,sample,Scytonemin,oxidized,482.9,4510.0
2I,sample,Scytonemin,reduced,482.9,9515.0
2I,sample,Scytonemin,total,482.9,7113.0
2I,sample,Scytonemin,oxidized,483.9,4298.0
2I,sample,Scytonemin,reduced,483.9,9331.0
2I,sample,Scytonemin,total,483.9,6921.0
2I,sample,Scytonemin,oxidized,484.9,3986.0
2I,sample,Scytonemin,reduced,484.9,9138.0
2I,sample,Scytonemin,total,484.9,6674.0
2I,sample,Scytonemin,oxidized,485.9,4222.0
2I,sample,Scytonemin,reduced,485.9,9083.0
2I,sample,Scytonemin,total,485.9,6756.0
2I,sample,Scytonemin,oxidized,486.9,4030.0
2I,sample,Scytonemin,reduced,486.9,8934.0
2I,sample,Scytonemin,total,486.9,6591.0
2I,sample,Scytonemin,oxidized,487.9,3759.0
2I,sample,Scytonemin,reduced,487.9,8755.0
2I,sample,Scytonemin,total,487.9,6376.0
2I,sample,Scytonemin,oxidized,488.9,3632.0
2I,sample,Scytonemin,reduced,488.9,8641.0
2I,sample,Scytonemin,total,488.9,6262.0
2I,sample,Scytonemin,oxidized,489.9,3600.0
2I,sample,Scytonemin,reduced,489.9,8541.0
2I,sample,Scytonemin,total,489.9,6196.0
2I,sample,Scytonemin,oxidized,490.9,3470.0
2I,sample,Scytonemin,reduced,490.9,8394.0
2I,sample,Scytonemin,total,490.9,6064.0
2I,sample,Scytonemin,oxidized,491.9,3325.0
2I,sample,Scytonemin,reduced,491.9,8257.0
2I,sample,Scytonemin,total,491.9,5930.0
2I,sample,Scytonemin,oxidized,492.9,3364.0
2I,sample,Scytonemin,reduced,492.9,8195.0
2I,sample,Scytonemin,total,492.9,5923.0
2I,sample,Scytonemin,oxidized,493.9,3284.0
2I,sample,Scytonemin,reduced,493.9,8096.0
2I,sample,Scytonemin,total,493.9,5840.0
2I,sample,Scytonemin,oxidized,494.9,3136.0
2I,sample,Scytonemin,reduced,494.9,7960.0
2I,sample,Scytonemin,total,494.9,5707.0
2I,sample,Scytonemin,oxidized,495.9,3102.0
2I,sample,Scytonemin,reduced,495.9,7865.0
2I,sample,Scytonemin,total,495.9,5647.0
2I,sample,Scytonemin,oxidized,496.9,3068.0
2I,sample,Scytonemin,reduced,496.9,7781.0
2I,sample,Scytonemin,total,496.9,5593.0
2I,sample,Scytonemin,oxidized,497.9,3042.0
2I,sample,Scytonemin,reduced,497.9,7711.0
2I,sample,Scytonemin,total,497.9,5550.0
2I,sample,Scytonemin,oxidized,498.9,3018.0
2I,sample,Scytonemin,reduced,498.9,7618.0
2I,sample,Scytonemin,total,498.9,5493.0
2J,sample,Scytonemin,oxidized,190.9,9231.0
2J,sample,Scytonemin,reduced,190.9,66810.0
2J,sample,Scytonemin,total,190.9,40580.0
2J,sample,Scytonemin,oxidized,191.9,8510.0
2J,sample,Scytonemin,reduced,191.9,68240.0
2J,sample,Scytonemin,total,191.9,40970.0
2J,sample,Scytonemin,oxidized,192.9,8682.0
2J,sample,Scytonemin,reduced,192.9,68940.0
2J,sample,Scytonemin,total,192.9,41390.0
2J,sample,Scytonemin,oxidized,193.9,10450.0
2J,sample,Scytonemin,reduced,193.9,70840.0
2J,sample,Scytonemin,total,193.9,43270.0
2J,sample,Scytonemin,oxidized,194.9,10030.0
2J,sample,Scytonemin,reduced,194.9,72280.0
2J,sample,Scytonemin,total,194.9,43860.0
2J,sample,Scytonemin,oxidized,195.9,11250.0
2J,sample,Scytonemin,reduced,195.9,77580.0
2J,sample,Scytonemin,total,195.9,47300.0
2J,sample,Scytonemin,oxidized,196.9,13070.0
2J,sample,Scytonemin,reduced,196.9,89950.0
2J,sample,Scytonemin,total,196.9,54840.0
2J,sample,Scytonemin,oxidized,197.9,22620.0
2J,sample,Scytonemin,reduced,197.9,141000.0
2J,sample,Scytonemin,total,197.9,87030.0
2J,sample,Scytonemin,oxidized,198.9,39930.0
2J,sample,Scytonemin,reduced,198.9,271800.0
2J,sample,Scytonemin,total,198.9,166000.0
2J,sample,Scytonemin,oxidized,199.9,54300.0
2J,sample,Scytonemin,reduced,199.9,471300.0
2J,sample,Scytonemin,total,199.9,281200.0
2J,sample,Scytonemin,oxidized,200.9,63950.0
2J,sample,Scytonemin,reduced,200.9,681200.0
2J,sample,Scytonemin,total,200.9,399800.0
2J,sample,Scytonemin,oxidized,201.9,68190.0
2J,sample,Scytonemin,reduced,201.9,861800.0
2J,sample,Scytonemin,total,201.9,500000.0
2J,sample,Scytonemin,oxidized,202.9,69300.0
2J,sample,Scytonemin,reduced,202.9,1006000.0
2J,sample,Scytonemin,total,202.9,578900.0
2J,sample,Scytonemin,oxidized,203.9,68910.0
2J,sample,Scytonemin,reduced,203.9,1114000.0
2J,sample,Scytonemin,total,203.9,637500.0
2J,sample,Scytonemin,oxidized,204.9,67910.0
2J,sample,Scytonemin,reduced,204.9,1191000.0
2J,sample,Scytonemin,total,204.9,678700.0
2J,sample,Scytonemin,oxidized,205.9,66630.0
2J,sample,Scytonemin,reduced,205.9,1245000.0
2J,sample,Scytonemin,total,205.9,707600.0
2J,sample,Scytonemin,oxidized,206.9,65180.0
2J,sample,Scytonemin,reduced,206.9,1280000.0
2J,sample,Scytonemin,total,206.9,726000.0
2J,sample,Scytonemin,oxidized,207.9,63640.0
2J,sample,Scytonemin,reduced,207.9,1305000.0
2J,sample,Scytonemin,total,207.9,738700.0
2J,sample,Scytonemin,oxidized,208.9,62000.0
2J,sample,Scytonemin,reduced,208.9,1321000.0
2J,sample,Scytonemin,total,208.9,746900.0
2J,sample,Scytonemin,oxidized,209.9,60360.0
2J,sample,Scytonemin,reduced,209.9,1329000.0
2J,sample,Scytonemin,total,209.9,750500.0
2J,sample,Scytonemin,oxidized,210.9,58720.0
2J,sample,Scytonemin,reduced,210.9,1334000.0
2J,sample,Scytonemin,total,210.9,752200.0
2J,sample,Scytonemin,oxidized,211.9,57070.0
2J,sample,Scytonemin,reduced,211.9,1330000.0
2J,sample,Scytonemin,total,211.9,749700.0
2J,sample,Scytonemin,oxidized,212.9,55450.0
2J,sample,Scytonemin,reduced,212.9,1325000.0
2J,sample,Scytonemin,total,212.9,746100.0
2J,sample,Scytonemin,oxidized,213.9,53870.0
2J,sample,Scytonemin,reduced,213.9,1318000.0
2J,sample,Scytonemin,total,213.9,741300.0
2J,sample,Scytonemin,oxidized,214.9,52340.0
2J,sample,Scytonemin,reduced,214.9,1306000.0
2J,sample,Scytonemin,total,214.9,734200.0
2J,sample,Scytonemin,oxidized,215.9,50860.0
2J,sample,Scytonemin,reduced,215.9,1292000.0
2J,sample,Scytonemin,total,215.9,725900.0
2J,sample,Scytonemin,oxidized,216.9,49420.0
2J,sample,Scytonemin,reduced,216.9,1272000.0
2J,sample,Scytonemin,total,216.9,714400.0
2J,sample,Scytonemin,oxidized,217.9,48030.0
2J,sample,Scytonemin,reduced,217.9,1248000.0
2J,sample,Scytonemin,total,217.9,700900.0
2J,sample,Scytonemin,oxidized,218.9,46610.0
2J,sample,Scytonemin,reduced,218.9,1217000.0
2J,sample,Scytonemin,total,218.9,683400.0
2J,sample,Scytonemin,oxidized,219.9,45160.0
2J,sample,Scytonemin,reduced,219.9,1179000.0
2J,sample,Scytonemin,total,219.9,662100.0
2J,sample,Scytonemin,oxidized,220.9,43720.0
2J,sample,Scytonemin,reduced,220.9,1132000.0
2J,sample,Scytonemin,total,220.9,635700.0
2J,sample,Scytonemin,oxidized,221.9,42290.0
2J,sample,Scytonemin,reduced,221.9,1077000.0
2J,sample,Scytonemin,total,221.9,605000.0
2J,sample,Scytonemin,oxidized,222.9,40910.0
2J,sample,Scytonemin,reduced,222.9,1014000.0
2J,sample,Scytonemin,total,222.9,570300.0
2J,sample,Scytonemin,oxidized,223.9,39620.0
2J,sample,Scytonemin,reduced,223.9,943600.0
2J,sample,Scytonemin,total,223.9,531400.0
2J,sample,Scytonemin,oxidized,224.9,38260.0
2J,sample,Scytonemin,reduced,224.9,870000.0
2J,sample,Scytonemin,total,224.9,490700.0
2J,sample,Scytonemin,oxidized,225.9,36840.0
2J,sample,Scytonemin,reduced,225.9,795300.0
2J,sample,Scytonemin,total,225.9,449400.0
2J,sample,Scytonemin,oxidized,226.9,35440.0
2J,sample,Scytonemin,reduced,226.9,720500.0
2J,sample,Scytonemin,total,226.9,408100.0
2J,sample,Scytonemin,oxidized,227.9,34140.0
2J,sample,Scytonemin,reduced,227.9,648000.0
2J,sample,Scytonemin,total,227.9,368100.0
2J,sample,Scytonemin,oxidized,228.9,33000.0
2J,sample,Scytonemin,reduced,228.9,578900.0
2J,sample,Scytonemin,total,228.9,329900.0
2J,sample,Scytonemin,oxidized,229.9,31880.0
2J,sample,Scytonemin,reduced,229.9,513700.0
2J,sample,Scytonemin,total,229.9,293900.0
2J,sample,Scytonemin,oxidized,230.9,30640.0
2J,sample,Scytonemin,reduced,230.9,452600.0
2J,sample,Scytonemin,total,230.9,260200.0
2J,sample,Scytonemin,oxidized,231.9,29340.0
2J,sample,Scytonemin,reduced,231.9,395900.0
2J,sample,Scytonemin,total,231.9,228700.0
2J,sample,Scytonemin,oxidized,232.9,28130.0
2J,sample,Scytonemin,reduced,232.9,345900.0
2J,sample,Scytonemin,total,232.9,201000.0
2J,sample,Scytonemin,oxidized,233.9,27110.0
2J,sample,Scytonemin,reduced,233.9,302400.0
2J,sample,Scytonemin,total,233.9,176900.0
2J,sample,Scytonemin,oxidized,234.9,26300.0
2J,sample,Scytonemin,reduced,234.9,265200.0
2J,sample,Scytonemin,total,234.9,156200.0
2J,sample,Scytonemin,oxidized,235.9,25710.0
2J,sample,Scytonemin,reduced,235.9,234200.0
2J,sample,Scytonemin,total,235.9,139100.0
2J,sample,Scytonemin,oxidized,236.9,25210.0
2J,sample,Scytonemin,reduced,236.9,207900.0
2J,sample,Scytonemin,total,236.9,124600.0
2J,sample,Scytonemin,oxidized,237.9,24800.0
2J,sample,Scytonemin,reduced,237.9,186000.0
2J,sample,Scytonemin,total,237.9,112500.0
2J,sample,Scytonemin,oxidized,238.9,24480.0
2J,sample,Scytonemin,reduced,238.9,167800.0
2J,sample,Scytonemin,total,238.9,102400.0
2J,sample,Scytonemin,oxidized,239.9,24160.0
2J,sample,Scytonemin,reduced,239.9,152500.0
2J,sample,Scytonemin,total,239.9,93960.0
2J,sample,Scytonemin,oxidized,240.9,23910.0
2J,sample,Scytonemin,reduced,240.9,139900.0
2J,sample,Scytonemin,total,240.9,86960.0
2J,sample,Scytonemin,oxidized,241.9,23710.0
2J,sample,Scytonemin,reduced,241.9,129300.0
2J,sample,Scytonemin,total,241.9,81130.0
2J,sample,Scytonemin,oxidized,242.9,23500.0
2J,sample,Scytonemin,reduced,242.9,120400.0
2J,sample,Scytonemin,total,242.9,76170.0
2J,sample,Scytonemin,oxidized,243.9,23300.0
2J,sample,Scytonemin,reduced,243.9,113000.0
2J,sample,Scytonemin,total,243.9,72050.0
2J,sample,Scytonemin,oxidized,244.9,23110.0
2J,sample,Scytonemin,reduced,244.9,106700.0
2J,sample,Scytonemin,total,244.9,68520.0
2J,sample,Scytonemin,oxidized,245.9,22910.0
2J,sample,Scytonemin,reduced,245.9,101300.0
2J,sample,Scytonemin,total,245.9,65480.0
2J,sample,Scytonemin,oxidized,246.9,22720.0
2J,sample,Scytonemin,reduced,246.9,96700.0
2J,sample,Scytonemin,total,246.9,62900.0
2J,sample,Scytonemin,oxidized,247.9,22510.0
2J,sample,Scytonemin,reduced,247.9,92750.0
2J,sample,Scytonemin,total,247.9,60650.0
2J,sample,Scytonemin,oxidized,248.9,22300.0
2J,sample,Scytonemin,reduced,248.9,89390.0
2J,sample,Scytonemin,total,248.9,58730.0
2J,sample,Scytonemin,oxidized,249.9,22050.0
2J,sample,Scytonemin,reduced,249.9,86490.0
2J,sample,Scytonemin,total,249.9,57030.0
2J,sample,Scytonemin,oxidized,250.9,21770.0
2J,sample,Scytonemin,reduced,250.9,83890.0
2J,sample,Scytonemin,total,250.9,55490.0
2J,sample,Scytonemin,oxidized,251.9,21480.0
2J,sample,Scytonemin,reduced,251.9,81570.0
2J,sample,Scytonemin,total,251.9,54090.0
2J,sample,Scytonemin,oxidized,252.9,21130.0
2J,sample,Scytonemin,reduced,252.9,79460.0
2J,sample,Scytonemin,total,252.9,52780.0
2J,sample,Scytonemin,oxidized,253.9,20780.0
2J,sample,Scytonemin,reduced,253.9,77580.0
2J,sample,Scytonemin,total,253.9,51600.0
2J,sample,Scytonemin,oxidized,254.9,20410.0
2J,sample,Scytonemin,reduced,254.9,75900.0
2J,sample,Scytonemin,total,254.9,50520.0
2J,sample,Scytonemin,oxidized,255.9,19980.0
2J,sample,Scytonemin,reduced,255.9,74330.0
2J,sample,Scytonemin,total,255.9,49470.0
2J,sample,Scytonemin,oxidized,256.9,19500.0
2J,sample,Scytonemin,reduced,256.9,72870.0
2J,sample,Scytonemin,total,256.9,48470.0
2J,sample,Scytonemin,oxidized,257.9,19010.0
2J,sample,Scytonemin,reduced,257.9,71590.0
2J,sample,Scytonemin,total,257.9,47550.0
2J,sample,Scytonemin,oxidized,258.9,18500.0
2J,sample,Scytonemin,reduced,258.9,70440.0
2J,sample,Scytonemin,total,258.9,46690.0
2J,sample,Scytonemin,oxidized,259.9,17920.0
2J,sample,Scytonemin,reduced,259.9,69390.0
2J,sample,Scytonemin,total,259.9,45870.0
2J,sample,Scytonemin,oxidized,260.9,17380.0
2J,sample,Scytonemin,reduced,260.9,68420.0
2J,sample,Scytonemin,total,260.9,45090.0
2J,sample,Scytonemin,oxidized,261.9,16880.0
2J,sample,Scytonemin,reduced,261.9,67470.0
2J,sample,Scytonemin,total,261.9,44350.0
2J,sample,Scytonemin,oxidized,262.9,16410.0
2J,sample,Scytonemin,reduced,262.9,66510.0
2J,sample,Scytonemin,total,262.9,43620.0
2J,sample,Scytonemin,oxidized,263.9,15930.0
2J,sample,Scytonemin,reduced,263.9,65570.0
2J,sample,Scytonemin,total,263.9,42890.0
2J,sample,Scytonemin,oxidized,264.9,15510.0
2J,sample,Scytonemin,reduced,264.9,64710.0
2J,sample,Scytonemin,total,264.9,42230.0
2J,sample,Scytonemin,oxidized,265.9,15160.0
2J,sample,Scytonemin,reduced,265.9,63990.0
2J,sample,Scytonemin,total,265.9,41680.0
2J,sample,Scytonemin,oxidized,266.9,14830.0
2J,sample,Scytonemin,reduced,266.9,63300.0
2J,sample,Scytonemin,total,266.9,41160.0
2J,sample,Scytonemin,oxidized,267.9,14540.0
2J,sample,Scytonemin,reduced,267.9,62660.0
2J,sample,Scytonemin,total,267.9,40680.0
2J,sample,Scytonemin,oxidized,268.9,14250.0
2J,sample,Scytonemin,reduced,268.9,61950.0
2J,sample,Scytonemin,total,268.9,40160.0
2J,sample,Scytonemin,oxidized,269.9,13960.0
2J,sample,Scytonemin,reduced,269.9,61230.0
2J,sample,Scytonemin,total,269.9,39640.0
2J,sample,Scytonemin,oxidized,270.9,13770.0
2J,sample,Scytonemin,reduced,270.9,60630.0
2J,sample,Scytonemin,total,270.9,39230.0
2J,sample,Scytonemin,oxidized,271.9,13600.0
2J,sample,Scytonemin,reduced,271.9,60080.0
2J,sample,Scytonemin,total,271.9,38850.0
2J,sample,Scytonemin,oxidized,272.9,13430.0
2J,sample,Scytonemin,reduced,272.9,59520.0
2J,sample,Scytonemin,total,272.9,38470.0
2J,sample,Scytonemin,oxidized,273.9,13270.0
2J,sample,Scytonemin,reduced,273.9,58980.0
2J,sample,Scytonemin,total,273.9,38100.0
2J,sample,Scytonemin,oxidized,274.9,13130.0
2J,sample,Scytonemin,reduced,274.9,58450.0
2J,sample,Scytonemin,total,274.9,37750.0
2J,sample,Scytonemin,oxidized,275.9,13000.0
2J,sample,Scytonemin,reduced,275.9,57890.0
2J,sample,Scytonemin,total,275.9,37390.0
2J,sample,Scytonemin,oxidized,276.9,12930.0
2J,sample,Scytonemin,reduced,276.9,57360.0
2J,sample,Scytonemin,total,276.9,37060.0
2J,sample,Scytonemin,oxidized,277.9,12830.0
2J,sample,Scytonemin,reduced,277.9,56790.0
2J,sample,Scytonemin,total,277.9,36710.0
2J,sample,Scytonemin,oxidized,278.9,12670.0
2J,sample,Scytonemin,reduced,278.9,56180.0
2J,sample,Scytonemin,total,278.9,36300.0
2J,sample,Scytonemin,oxidized,279.9,12530.0
2J,sample,Scytonemin,reduced,279.9,55600.0
2J,sample,Scytonemin,total,279.9,35930.0
2J,sample,Scytonemin,oxidized,280.9,12420.0
2J,sample,Scytonemin,reduced,280.9,55040.0
2J,sample,Scytonemin,total,280.9,35570.0
2J,sample,Scytonemin,oxidized,281.9,12260.0
2J,sample,Scytonemin,reduced,281.9,54440.0
2J,sample,Scytonemin,total,281.9,35170.0
2J,sample,Scytonemin,oxidized,282.9,12090.0
2J,sample,Scytonemin,reduced,282.9,53830.0
2J,sample,Scytonemin,total,282.9,34760.0
2J,sample,Scytonemin,oxidized,283.9,11970.0
2J,sample,Scytonemin,reduced,283.9,53230.0
2J,sample,Scytonemin,total,283.9,34380.0
2J,sample,Scytonemin,oxidized,284.9,11800.0
2J,sample,Scytonemin,reduced,284.9,52500.0
2J,sample,Scytonemin,total,284.9,33910.0
2J,sample,Scytonemin,oxidized,285.9,11660.0
2J,sample,Scytonemin,reduced,285.9,51760.0
2J,sample,Scytonemin,total,285.9,33440.0
2J,sample,Scytonemin,oxidized,286.9,11560.0
2J,sample,Scytonemin,reduced,286.9,51060.0
2J,sample,Scytonemin,total,286.9,33010.0
2J,sample,Scytonemin,oxidized,287.9,11480.0
2J,sample,Scytonemin,reduced,287.9,50430.0
2J,sample,Scytonemin,total,287.9,32630.0
2J,sample,Scytonemin,oxidized,288.9,11400.0
2J,sample,Scytonemin,reduced,288.9,49890.0
2J,sample,Scytonemin,total,288.9,32310.0
2J,sample,Scytonemin,oxidized,289.9,11300.0
2J,sample,Scytonemin,reduced,289.9,49440.0
2J,sample,Scytonemin,total,289.9,32010.0
2J,sample,Scytonemin,oxidized,290.9,11210.0
2J,sample,Scytonemin,reduced,290.9,49030.0
2J,sample,Scytonemin,total,290.9,31740.0
2J,sample,Scytonemin,oxidized,291.9,11070.0
2J,sample,Scytonemin,reduced,291.9,48560.0
2J,sample,Scytonemin,total,291.9,31430.0
2J,sample,Scytonemin,oxidized,292.9,10920.0
2J,sample,Scytonemin,reduced,292.9,48090.0
2J,sample,Scytonemin,total,292.9,31100.0
2J,sample,Scytonemin,oxidized,293.9,10800.0
2J,sample,Scytonemin,reduced,293.9,47640.0
2J,sample,Scytonemin,total,293.9,30800.0
2J,sample,Scytonemin,oxidized,294.9,10740.0
2J,sample,Scytonemin,reduced,294.9,47230.0
2J,sample,Scytonemin,total,294.9,30550.0
2J,sample,Scytonemin,oxidized,295.9,10670.0
2J,sample,Scytonemin,reduced,295.9,46760.0
2J,sample,Scytonemin,total,295.9,30260.0
2J,sample,Scytonemin,oxidized,296.9,10620.0
2J,sample,Scytonemin,reduced,296.9,46280.0
2J,sample,Scytonemin,total,296.9,29970.0
2J,sample,Scytonemin,oxidized,297.9,10600.0
2J,sample,Scytonemin,reduced,297.9,45810.0
2J,sample,Scytonemin,total,297.9,29720.0
2J,sample,Scytonemin,oxidized,298.9,10610.0
2J,sample,Scytonemin,reduced,298.9,45330.0
2J,sample,Scytonemin,total,298.9,29460.0
2J,sample,Scytonemin,oxidized,299.9,10590.0
2J,sample,Scytonemin,reduced,299.9,44840.0
2J,sample,Scytonemin,total,299.9,29180.0
2J,sample,Scytonemin,oxidized,300.9,10570.0
2J,sample,Scytonemin,reduced,300.9,44370.0
2J,sample,Scytonemin,total,300.9,28920.0
2J,sample,Scytonemin,oxidized,301.9,10510.0
2J,sample,Scytonemin,reduced,301.9,43910.0
2J,sample,Scytonemin,total,301.9,28640.0
2J,sample,Scytonemin,oxidized,302.9,10380.0
2J,sample,Scytonemin,reduced,302.9,43440.0
2J,sample,Scytonemin,total,302.9,28330.0
2J,sample,Scytonemin,oxidized,303.9,10200.0
2J,sample,Scytonemin,reduced,303.9,42940.0
2J,sample,Scytonemin,total,303.9,27970.0
2J,sample,Scytonemin,oxidized,304.9,9961.0
2J,sample,Scytonemin,reduced,304.9,42430.0
2J,sample,Scytonemin,total,304.9,27580.0
2J,sample,Scytonemin,oxidized,305.9,9689.0
2J,sample,Scytonemin,reduced,305.9,41900.0
2J,sample,Scytonemin,total,305.9,27170.0
2J,sample,Scytonemin,oxidized,306.9,9407.0
2J,sample,Scytonemin,reduced,306.9,41370.0
2J,sample,Scytonemin,total,306.9,26750.0
2J,sample,Scytonemin,oxidized,307.9,9133.0
2J,sample,Scytonemin,reduced,307.9,40830.0
2J,sample,Scytonemin,total,307.9,26340.0
2J,sample,Scytonemin,oxidized,308.9,8864.0
2J,sample,Scytonemin,reduced,308.9,40280.0
2J,sample,Scytonemin,total,308.9,25910.0
2J,sample,Scytonemin,oxidized,309.9,8665.0
2J,sample,Scytonemin,reduced,309.9,39770.0
2J,sample,Scytonemin,total,309.9,25550.0
2J,sample,Scytonemin,oxidized,310.9,8540.0
2J,sample,Scytonemin,reduced,310.9,39300.0
2J,sample,Scytonemin,total,310.9,25240.0
2J,sample,Scytonemin,oxidized,311.9,8433.0
2J,sample,Scytonemin,reduced,311.9,38810.0
2J,sample,Scytonemin,total,311.9,24930.0
2J,sample,Scytonemin,oxidized,312.9,8362.0
2J,sample,Scytonemin,reduced,312.9,38340.0
2J,sample,Scytonemin,total,312.9,24640.0
2J,sample,Scytonemin,oxidized,313.9,8339.0
2J,sample,Scytonemin,reduced,313.9,37910.0
2J,sample,Scytonemin,total,313.9,24400.0
2J,sample,Scytonemin,oxidized,314.9,8337.0
2J,sample,Scytonemin,reduced,314.9,37500.0
2J,sample,Scytonemin,total,314.9,24180.0
2J,sample,Scytonemin,oxidized,315.9,8261.0
2J,sample,Scytonemin,reduced,315.9,37070.0
2J,sample,Scytonemin,total,315.9,23900.0
2J,sample,Scytonemin,oxidized,316.9,8184.0
2J,sample,Scytonemin,reduced,316.9,36700.0
2J,sample,Scytonemin,total,316.9,23670.0
2J,sample,Scytonemin,oxidized,317.9,8091.0
2J,sample,Scytonemin,reduced,317.9,36350.0
2J,sample,Scytonemin,total,317.9,23440.0
2J,sample,Scytonemin,oxidized,318.9,7969.0
2J,sample,Scytonemin,reduced,318.9,36020.0
2J,sample,Scytonemin,total,318.9,23190.0
2J,sample,Scytonemin,oxidized,319.9,7808.0
2J,sample,Scytonemin,reduced,319.9,35700.0
2J,sample,Scytonemin,total,319.9,22950.0
2J,sample,Scytonemin,oxidized,320.9,7622.0
2J,sample,Scytonemin,reduced,320.9,35400.0
2J,sample,Scytonemin,total,320.9,22700.0
2J,sample,Scytonemin,oxidized,321.9,7470.0
2J,sample,Scytonemin,reduced,321.9,35160.0
2J,sample,Scytonemin,total,321.9,22500.0
2J,sample,Scytonemin,oxidized,322.9,7307.0
2J,sample,Scytonemin,reduced,322.9,34920.0
2J,sample,Scytonemin,total,322.9,22290.0
2J,sample,Scytonemin,oxidized,323.9,7173.0
2J,sample,Scytonemin,reduced,323.9,34690.0
2J,sample,Scytonemin,total,323.9,22100.0
2J,sample,Scytonemin,oxidized,324.9,7069.0
2J,sample,Scytonemin,reduced,324.9,34500.0
2J,sample,Scytonemin,total,324.9,21950.0
2J,sample,Scytonemin,oxidized,325.9,6995.0
2J,sample,Scytonemin,reduced,325.9,34340.0
2J,sample,Scytonemin,total,325.9,21830.0
2J,sample,Scytonemin,oxidized,326.9,6927.0
2J,sample,Scytonemin,reduced,326.9,34200.0
2J,sample,Scytonemin,total,326.9,21720.0
2J,sample,Scytonemin,oxidized,327.9,6893.0
2J,sample,Scytonemin,reduced,327.9,34110.0
2J,sample,Scytonemin,total,327.9,21650.0
2J,sample,Scytonemin,oxidized,328.9,6889.0
2J,sample,Scytonemin,reduced,328.9,34050.0
2J,sample,Scytonemin,total,328.9,21620.0
2J,sample,Scytonemin,oxidized,329.9,6902.0
2J,sample,Scytonemin,reduced,329.9,34010.0
