relative_path,treatment,sample,angle,group_id,source_path
treatment_2/sample_F/12Oclock/rep_080.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__101__10302.txt
treatment_2/sample_F/12Oclock/rep_081.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__127__10328.txt
treatment_2/sample_F/12Oclock/rep_082.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__22__10223.txt
treatment_2/sample_F/12Oclock/rep_083.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__109__10310.txt
treatment_2/sample_F/12Oclock/rep_084.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__73__10274.txt
treatment_2/sample_F/12Oclock/rep_085.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__7__10208.txt
treatment_2/sample_F/12Oclock/rep_086.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__42__10243.txt
treatment_2/sample_F/12Oclock/rep_087.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__104__10305.txt
treatment_2/sample_F/12Oclock/rep_088.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__147__10348.txt
treatment_2/sample_F/12Oclock/rep_089.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__9__10210.txt
treatment_2/sample_F/12Oclock/rep_090.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__1__10202.txt
treatment_2/sample_F/12Oclock/rep_091.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__53__10254.txt
treatment_2/sample_F/12Oclock/rep_092.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__149__10350.txt
treatment_2/sample_F/12Oclock/rep_093.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__62__10263.txt
treatment_2/sample_F/12Oclock/rep_094.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__98__10299.txt
treatment_2/sample_F/12Oclock/rep_095.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__124__10325.txt
treatment_2/sample_F/12Oclock/rep_096.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__141__10342.txt
treatment_2/sample_F/12Oclock/rep_097.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__82__10283.txt
treatment_2/sample_F/12Oclock/rep_098.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__78__10279.txt
treatment_2/sample_F/12Oclock/rep_099.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__36__10237.txt
treatment_2/sample_F/12Oclock/rep_100.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__115__10316.txt
treatment_2/sample_F/12Oclock/rep_101.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__58__10259.txt
treatment_2/sample_F/12Oclock/rep_102.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__16__10217.txt
treatment_2/sample_F/12Oclock/rep_103.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__93__10294.txt
treatment_2/sample_F/12Oclock/rep_104.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__135__10336.txt
treatment_2/sample_F/12Oclock/rep_105.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__38__10239.txt
treatment_2/sample_F/12Oclock/rep_106.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__130__10331.txt
treatment_2/sample_F/12Oclock/rep_107.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__76__10277.txt
treatment_2/sample_F/12Oclock/rep_108.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__18__10219.txt
treatment_2/sample_F/12Oclock/rep_109.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__39__10240.txt
treatment_2/sample_F/12Oclock/rep_110.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__110__10311.txt
treatment_2/sample_F/12Oclock/rep_111.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__56__10257.txt
treatment_2/sample_F/12Oclock/rep_112.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__106__10307.txt
treatment_2/sample_F/12Oclock/rep_113.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__8__10209.txt
treatment_2/sample_F/12Oclock/rep_114.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__40__10241.txt
treatment_2/sample_F/12Oclock/rep_115.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__25__10226.txt
treatment_2/sample_F/12Oclock/rep_116.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__119__10320.txt
treatment_2/sample_F/12Oclock/rep_117.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__91__10292.txt
treatment_2/sample_F/12Oclock/rep_118.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__148__10349.txt
treatment_2/sample_F/12Oclock/rep_119.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__126__10327.txt
treatment_2/sample_F/12Oclock/rep_120.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__60__10261.txt
treatment_2/sample_F/12Oclock/rep_121.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__97__10298.txt
treatment_2/sample_F/12Oclock/rep_122.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__65__10266.txt
treatment_2/sample_F/12Oclock/rep_123.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__146__10347.txt
treatment_2/sample_F/12Oclock/rep_124.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__108__10309.txt
treatment_2/sample_F/12Oclock/rep_125.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__6__10207.txt
treatment_2/sample_F/12Oclock/rep_126.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__45__10246.txt
treatment_2/sample_F/12Oclock/rep_127.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__20__10221.txt
treatment_2/sample_F/12Oclock/rep_128.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__94__10295.txt
treatment_2/sample_F/12Oclock/rep_129.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__128__10329.txt
treatment_2/sample_F/12Oclock/rep_130.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__11__10212.txt
treatment_2/sample_F/12Oclock/rep_131.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__37__10238.txt
treatment_2/sample_F/12Oclock/rep_132.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__74__10275.txt
treatment_2/sample_F/12Oclock/rep_133.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__132__10333.txt
treatment_2/sample_F/12Oclock/rep_134.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__103__10304.txt
treatment_2/sample_F/12Oclock/rep_135.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__17__10218.txt
treatment_2/sample_F/12Oclock/rep_136.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__31__10232.txt
treatment_2/sample_F/12Oclock/rep_137.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__54__10255.txt
treatment_2/sample_F/12Oclock/rep_138.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__112__10313.txt
treatment_2/sample_F/12Oclock/rep_139.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__85__10286.txt
treatment_2/sample_F/12Oclock/rep_140.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__123__10324.txt
treatment_2/sample_F/12Oclock/rep_141.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__3__10204.txt
treatment_2/sample_F/12Oclock/rep_142.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__34__10235.txt
treatment_2/sample_F/12Oclock/rep_143.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__51__10252.txt
treatment_2/sample_F/12Oclock/rep_144.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__77__10278.txt
treatment_2/sample_F/12Oclock/rep_145.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__80__10281.txt
treatment_2/sample_F/12Oclock/rep_146.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__143__10344.txt
treatment_2/sample_F/12Oclock/rep_147.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__14__10215.txt
treatment_2/sample_F/12Oclock/rep_148.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__57__10258.txt
treatment_2/sample_F/12Oclock/rep_149.npy,treatment_2,sample_F,12Oclock,treatment_2/sample_F/12Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/F/Angle_12Oclock/sample_2_F_12Oclock_ST026791__71__10272.txt
treatment_2/sample_H/6Oclock/rep_000.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__145__11696.txt
treatment_2/sample_H/6Oclock/rep_001.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__48__11599.txt
treatment_2/sample_H/6Oclock/rep_002.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__54__11605.txt
treatment_2/sample_H/6Oclock/rep_003.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__68__11619.txt
treatment_2/sample_H/6Oclock/rep_004.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__95__11646.txt
treatment_2/sample_H/6Oclock/rep_005.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__133__11684.txt
treatment_2/sample_H/6Oclock/rep_006.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__74__11625.txt
treatment_2/sample_H/6Oclock/rep_007.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__46__11597.txt
treatment_2/sample_H/6Oclock/rep_008.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__113__11664.txt
treatment_2/sample_H/6Oclock/rep_009.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__90__11641.txt
treatment_2/sample_H/6Oclock/rep_010.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__66__11617.txt
treatment_2/sample_H/6Oclock/rep_011.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__71__11622.txt
treatment_2/sample_H/6Oclock/rep_012.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__57__11608.txt
treatment_2/sample_H/6Oclock/rep_013.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__29__11580.txt
treatment_2/sample_H/6Oclock/rep_014.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__79__11630.txt
treatment_2/sample_H/6Oclock/rep_015.npy,treatment_2,sample_H,6Oclock,treatment_2/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_2_UVA109p74_UVB100p00/H/Angle_6Oclock/sample_2_H_6Oclock_ST026791__83__11634.txt
